Ticker Name,3-Year BETA,5-Year BETA,10-Year BETA,3-Year Standard Deviation,5-Year Standard Deviation,10-Year Standard Deviation,3-Year Sharpe,5-Year Sharpe,10-Year Sharpe,3-Year Treynor Ratio,5-Year Treynor Ratio,10-Year Treynor Ratio
ESG.TO,1,0,0,14.71,0,0,0.68,0,0,9.52,0,0
ESG-F.TO,1.2,0,0,18.28,0,0,0.52,0,0,6.86,0,0
DGR-B.TO,0.75,0.82,0,12.28,13.28,0,0.77,0.69,0,12.4,10.79,0
DGR.TO,0.97,1.06,0,16.02,17.4,0,0.54,0.45,0,8.08,6.2,0
HEQT.TO,1.22,0,0,16.45,0,0,0.41,0,0,4.64,0,0
XUH.TO,1.15,1.25,0,17.58,19.83,0,0.47,0.38,0,6.26,4.68,0
IQD.TO,0.93,1,0,14.36,14.77,0,0.42,0.43,0,5.74,5.42,0
IQD-B.TO,1.05,1,0,15.84,14.53,0,0.12,0.29,0,0.62,3.31,0
ZZZD.TO,0.73,0,0,9.74,0,0,0.22,0,0,2.33,0,0
VCIP.TO,1.08,0,0,6.93,0,0,-0.65,0,0,-4.35,0,0
XHB.TO,0.94,1.02,0.99,5.11,6.46,5,-0.71,0.04,0.35,-3.98,0.03,1.69
WSGB.NE,0,0,0,0,0,0,0,0,0,0,0,0
ZWG.TO,0.77,0,0,11.51,0,0,0.47,0,0,6.4,0,0
XST.TO,0.56,0.5,0.46,14.1,13.82,12.17,0.47,0.66,0.89,10.7,17.42,23.16
XUT.TO,0.56,0.55,0.48,12.92,13.47,11.86,-0.18,0.45,0.51,-5.71,9.85,11.69
ZPL.TO,1.05,1.03,1.02,12.18,11.8,10.05,-1.05,-0.27,0.09,-12.33,-3.78,0.4
DCU.TO,1.02,0.99,0,6.16,5.86,0,-1.12,-0.26,0,-6.83,-1.7,0
ZWA.TO,0.95,1.04,0.87,16.28,17.55,13.98,0.4,0.27,0.54,5.87,3.18,7.81
FCUV.TO,0.93,0,0,15.26,0,0,1.19,0,0,20.27,0,0
XHD.TO,0.76,0.93,0.74,16.1,18.05,14.19,0.52,0.2,0.42,10.01,2.16,6.9
ZGRO.TO,1.05,0,0,11.17,0,0,0.36,0,0,3.41,0,0
ZGRO-T.TO,0,0,0,0,0,0,0,0,0,0,0,0
FLAM.NE,0.99,0,0,14.42,0,0,0.58,0,0,7.85,0,0
FBGO.TO,0,0,0,0,0,0,0,0,0,0,0,0
PFAA.TO,0,0,0,0,0,0,0,0,0,0,0,0
XHU.TO,0.56,0.69,0,12.42,13.85,0,0.73,0.36,0,15.75,6.06,0
ZDH.TO,0.9,1.04,0,14.16,16.34,0,1.01,0.37,0,16.2,4.69,0
PXC.TO,1.04,1.03,1.05,15.34,17.6,13.96,0.98,0.41,0.51,14.73,5.79,6.1
HNU.TO,0,0,0,142.86,129.17,100.53,0.09,-0.12,-0.29,0,0,0
CEW.TO,0.96,1.04,0.88,16.56,18.83,15.44,0.81,0.39,0.57,13.7,5.5,9.06
XMV.TO,0.79,0.79,0.78,11.82,13.51,10.53,0.74,0.52,0.68,10.92,8.08,8.88
ZFN.TO,0.35,0,0,10.57,0,0,0.41,0,0,11.19,0,0
MGSB.NE,0,0,0,0,0,0,0,0,0,0,0,0
FLUR.NE,1.14,0,0,16.37,0,0,0.3,0,0,3.27,0,0
ZWS.TO,0.93,1.04,0,16.07,17.99,0,0.52,0.26,0,8.02,2.97,0
HAC.TO,0,0,0,12,14.29,11.04,0.67,0.29,0.53,0,0,0
FLCD.NE,1,0,0,13.99,0,0,0.64,0,0,8.46,0,0
XPF.TO,0.89,0.82,0.75,10.84,13,10.02,-0.22,-0.12,0.07,-3.31,-3,0.31
CGR.TO,0.96,0.94,0.93,15.62,15.04,13.93,-0.07,-0.04,0.31,-2.47,-1.9,3.69
ZGSB.TO,0.63,0.13,0,8.01,9.05,0,-0.51,-0.06,0,-6.94,-7.93,0
WSHR.NE,0,0,0,0,0,0,0,0,0,0,0,0
FCUD.TO,0.81,0.96,0,13.59,16.77,0,0.91,0.38,0,15.33,5.48,0
ZBAL.TO,1.14,0,0,9.65,0,0,0.13,0,0,0.74,0,0
ZBAL-T.TO,0,0,0,0,0,0,0,0,0,0,0,0
XSEA.TO,1.01,0,0,14.21,0,0,0.36,0,0,4.27,0,0
CIC.TO,0.88,0.94,0.77,15.88,17.43,14.36,0.55,0.18,0.45,9.09,1.85,7.42
XMW.TO,0.55,0.54,0.63,9.14,9.28,9.22,0.18,0.32,0.86,2.29,4.74,12.62
FCCD.TO,1.04,1.04,0,15.47,17.81,0,0.63,0.24,0,8.84,2.7,0
VE.TO,0.99,0.99,0,16.48,15.35,0,0.38,0.26,0,5.2,2.93,0
DXC.TO,0.85,0.77,0,12.15,12.94,0,0.78,0.62,0,11.06,9.97,0
FEQT.NE,0,0,0,0,0,0,0,0,0,0,0,0
TQCD.TO,0.91,0,0,13.61,0,0,0.87,0,0,13.01,0,0
HUTL.TO,0.69,0,0,12.92,0,0,0.25,0,0,3.58,0,0
XSTP-U.TO,0,0,0,0,0,0,0,0,0,0,0,0
XSTP.TO,0,0,0,0,0,0,0,0,0,0,0,0
XSTH.TO,0,0,0,0,0,0,0,0,0,0,0,0
XCSR.TO,0.99,0,0,14.36,0,0,0.4,0,0,4.9,0,0
CCEI.TO,0,0,0,0,0,0,0,0,0,0,0,0
PDF.TO,0.72,0.83,0.7,13.42,14.99,11.8,0.57,0.36,0.55,10.12,5.43,8.61
IWBE.TO,0,0,0,0,0,0,0,0,0,0,0,0
RQQ.TO,0,0,0,0,0,0,0,0,0,0,0,0
FCIV.TO,1.08,0,0,16.79,0,0,0.79,0,0,11.82,0,0
MHCD.TO,0.65,0.67,0,13.33,13.48,0,0.25,0.26,0,3.88,4.09,0
XUSR.TO,1.02,0,0,15.11,0,0,0.52,0,0,6.87,0,0
TLV.TO,0.77,0.7,0.68,11.99,13.18,10.23,0.13,0.14,0.5,1.17,1.51,7.02
XSE.TO,0.59,0.36,0,5.91,6.59,0,-1.12,-0.21,0,-11.34,-4.47,0
ILGB.TO,0,0,0,0,0,0,0,0,0,0,0,0
BPRF-U.TO,0,0,0,0,0,0,0,0,0,0,0,0
BPRF.TO,0.48,0,0,8.06,0,0,-0.34,0,0,-6.46,0,0
QSB.TO,1.03,0.99,0,2.38,2.12,0,-1.24,-0.29,0,-2.84,-0.65,0
HSD.TO,0,0,0,34.88,35.47,27.97,-0.57,-0.68,-0.95,0,0,0
FGRO.NE,0,0,0,0,0,0,0,0,0,0,0,0
CCOM.TO,0,0,0,0,0,0,0,0,0,0,0,0
CCDN.NE,0,0,0,0,0,0,0,0,0,0,0,0
XIG.TO,1.12,1,0.57,10.43,9.87,7.69,-0.79,-0.13,0.09,-7.66,-1.77,0.77
FCIG-U.TO,0,0,0,0,0,0,0,0,0,0,0,0
FCIG.TO,0.56,0,0,5.7,0,0,-1.04,0,0,-10.8,0,0
IDIV-B.TO,0,0,0,0,0,0,0,0,0,0,0,0
CROP.TO,0,0,0,0,0,0,0,0,0,0,0,0
HBAL.TO,1.19,1.15,0,12.93,12.95,0,0.16,0.33,0,1.1,3.14,0
XMI.TO,0.69,0.64,0.7,10.94,9.84,10.04,-0.04,-0.02,0.5,-1.52,-1.13,6.74
ZSB.TO,1.09,1.06,0,2.49,2.26,0,-1.29,-0.28,0,-2.93,-0.62,0
FCSW.NE,0.94,0,0,12.5,0,0,0.55,0,0,6.88,0,0
ZSU.TO,0.33,0.32,0,3.21,3.47,0,-1.08,-0.2,0,-10.58,-2.37,0
USCC.TO,0,0,0,0,0,0,0,0,0,0,0,0
USCC-U.TO,0.83,0.83,0.82,12.81,13.08,10.98,0.68,0.56,0.92,10.14,8.25,12.18
UMAX.TO,0,0,0,0,0,0,0,0,0,0,0,0
XMA.TO,0.92,0.9,1,22.16,25.7,24.7,-0.02,0.38,0.24,-3.02,7.77,3.01
CYH.TO,0.94,1.08,0.88,15.99,17.74,13.51,0.58,0.16,0.38,9.07,1.18,4.85
WOMN.TO,0.93,0.92,0,13.81,14.25,0,0.3,0.42,0,3.65,5.66,0
XEH.TO,0.85,0.97,0,15.28,16.62,0,0.65,0.34,0,11.04,4.62,0
DRFU.TO,0.9,0.91,0,13.65,14.2,0,0.45,0.44,0,6.18,5.98,0
FCNS.NE,0,0,0,0,0,0,0,0,0,0,0,0
VGAB.NE,0.62,0,0,5.81,0,0,-1.24,0,0,-11.58,0,0
NPRF.TO,1.05,0,0,11.68,0,0,0.28,0,0,2.53,0,0
CIE.NE,1.01,1.05,1.01,15.1,14.87,12.78,0.67,0.25,0.47,9.43,2.65,5.35
DXV.TO,0.13,0.21,0,1.23,1.86,0,0.42,0.48,0,3.15,4.26,0
FCSB.TO,1,0,0,2.43,0,0,-0.99,0,0,-2.36,0,0
DXU.TO,0.69,0.82,0,13.49,15,0,0.02,0.44,0,-0.97,7.05,0
MCSM.TO,0.84,0.87,0,14.43,20.97,0,0.7,0.42,0,11.63,8.09,0
NSCC.TO,0,0,0,0,0,0,0,0,0,0,0,0
QGB.NE,0.63,0,0,6.05,0,0,-0.99,0,0,-9.66,0,0
HAL.TO,0.88,0.88,0.87,13.43,15.39,12.03,0.53,0.36,0.57,7.41,5.01,7.37
HBA.TO,1,0,0,21.02,0,0,0.85,0,0,17.39,0,0
XCS.TO,1.12,1.03,1.02,19.5,25.16,20.15,0.49,0.22,0.24,7.29,2.27,2.76
VLB.TO,1.04,1,0,12.08,11.52,0,-1.03,-0.26,0,-12.08,-3.6,0
TULB.TO,1.44,0,0,11.25,0,0,-1.34,0,0,-10.34,0,0
XSAB.TO,1.01,0,0,6.14,0,0,-1.15,0,0,-7.02,0,0
XMH.TO,1.26,1.28,0,20.51,23.16,0,0.5,0.22,0,6.97,1.94,0
DRMU.TO,1,0.96,0,14.75,14.63,0,0.48,0.65,0,6.21,9.3,0
PRA.TO,0.56,0.67,0.42,14.15,15.87,12.98,1.02,0.5,0.32,26.56,10.57,8.17
QUS.TO,0.91,0.94,0,13.43,14.39,0,0.5,0.5,0,6.7,6.9,0
RLB.TO,1.17,1.2,0,2.74,2.72,0,-1.22,-0.16,0,-2.84,-0.41,0
HEWB.TO,0.98,0,0,17.68,0,0,0.67,0,0,11.31,0,0
RCD.TO,0.95,0.93,0,13.58,15.5,0,0.8,0.4,0,11.26,5.54,0
RBO.TO,1.16,1.21,0,2.78,2.97,0,-1.16,-0.11,0,-2.75,-0.31,0
ZUD.TO,0.91,1.04,0.84,15.96,18.25,14.23,0.53,0.19,0.52,8.49,1.77,7.93
MGB.TO,0.52,0.32,0,5.31,4.68,0,-1.13,-0.38,0,-11.54,-5.79,0
HSU.TO,0,0,0,35.3,38.4,30.35,0.42,0.37,0.6,0,0,0
BESG.TO,1.14,1.1,1.03,7.19,6.82,5.46,-1,-0.24,0.05,-6.38,-1.69,0.13
PXU-F.TO,1.04,1.18,0.97,18.01,20.15,15.8,0.64,0.33,0.52,10.29,4.04,7.59
XDSR.TO,1.02,0,0,14.63,0,0,0.19,0,0,1.72,0,0
HQD.TO,0,0,0,44.3,43.02,34.37,-0.53,-0.85,-1.13,0,0,0
HQD-U.TO,0,0,0,0,0,0,0,0,0,0,0,0
ZID.TO,0.7,0.92,1.12,15.93,21.61,20.87,0.86,0.52,0.72,19.3,10.22,12.34
XEB.TO,1.08,1.13,0.66,11.68,12.81,9.97,-0.68,-0.25,-0.01,-7.77,-3.59,-0.96
RPS.NE,1.18,1.14,0,13.41,17.57,0,0.36,-0.04,0,3.57,-2.02,0
MUS.TO,0.8,0.85,0,12.61,13.69,0,-0.01,0.24,0,-1.19,2.89,0
CLU.NE,1.04,1.17,0.96,17.9,20.06,15.72,0.62,0.32,0.51,9.93,3.86,7.36
TQSM.TO,0.72,0,0,12.62,0,0,1.02,0,0,18.32,0,0
SVR-C.TO,0.2,0.43,0.52,26.05,28.99,24.51,0.01,0.42,0.18,-14.78,20.32,3.08
SVR.TO,0.31,0.63,0.56,27.28,31.37,26.25,-0.03,0.34,0.04,-13.87,10.26,-3.95
CGRE.TO,0.93,0,0,15.34,0,0,0.04,0,0,-0.53,0,0
PINC.TO,1.02,1.33,0,10.32,13.73,0,0.24,0.06,0,2.03,-0.17,0
TINF.TO,0.93,0,0,12.5,0,0,0.34,0,0,3.93,0,0
QEF.NE,0.98,0.98,0,13.03,13.49,0,0.39,0.43,0,4.42,5.21,0
QCE.TO,0.98,0.93,0,13.81,15.15,0,0.61,0.43,0,8.09,6.1,0
XEN.TO,1.04,1,1,14.91,16.61,13.07,0.74,0.34,0.52,10.19,4.41,6.19
ZCB.TO,1.02,0.96,0,5.5,5.97,0,-0.93,-0.09,0,-5.08,-0.73,0
FCCV.TO,1.1,0,0,16.5,0,0,0.94,0,0,14,0,0
FHIS.TO,0,0,0,0,0,0,0,0,0,0,0,0
HBNK.TO,0,0,0,0,0,0,0,0,0,0,0,0
VIDY.TO,0.95,0.97,0,14.43,14.08,0,0.78,0.33,0,11.49,3.88,0
XCNS.TO,0.95,0,0,8.09,0,0,-0.12,0,0,-1.41,0,0
RUDH.TO,1.11,1.18,0,17.52,19.08,0,0.55,0.42,0,7.72,5.48,0
DXB.TO,1,0.96,0,6.18,5.86,0,-1.04,-0.21,0,-6.51,-1.44,0
CVD.TO,0.04,0.52,0.25,4.65,8.27,6.27,0.15,0.11,0.34,17.36,1.11,8.05
HLIF.TO,0,0,0,0,0,0,0,0,0,0,0,0
HFIN.TO,0,0,0,0,0,0,0,0,0,0,0,0
MREL.TO,0.99,0.97,0.8,16.9,16.32,13.16,0.16,0.16,0.47,1.29,1.29,6.87
DRFD.TO,0.91,0.92,0,12.89,12.44,0,0.21,0.14,0,2.09,1.06,0
GRNI.TO,0,0,0,0,0,0,0,0,0,0,0,0
HRAA.TO,0,0,0,7.48,0,0,0.57,0,0,0,0,0
NACO.NE,0,0,0,0,0,0,0,0,0,0,0,0
GDPY.TO,1.02,0,0,14.8,0,0,0.38,0,0,4.62,0,0
DRFE.TO,0.97,0,0,13.6,0,0,0.34,0,0,4.07,0,0
ZLH.TO,0.66,0.75,0,13.67,14.41,0,0.36,0.38,0,6.4,6.2,0
XSTB.TO,1.03,0,0,2.35,0,0,-1.33,0,0,-3.02,0,0
HOD.TO,0,0,0,57.34,89.64,76.73,-1.52,-0.16,0.01,0,0,0
HXX.TO,1.2,1.16,0,20.39,18.45,0,0.43,0.33,0,5.93,3.95,0
ZRR.TO,1.03,1.01,1.01,10.49,9.57,8.5,-0.82,-0.23,0.04,-8.62,-2.64,-0.04
FCUL.TO,0.67,0,0,11.72,0,0,0.55,0,0,9.13,0,0
MINN.TO,1.43,1.34,0,23.09,21.89,0,0.21,0.45,0,1.55,5.86,0
ZVU.TO,0.89,0.98,0,16.09,17.41,0,0.57,0.22,0,9.46,2.43,0
ETHI.TO,1.4,0,0,18.86,0,0,0.28,0,0,2.61,0,0
HOU.TO,0,0,0,62.91,87.16,73.37,1,-0.07,-0.27,0,0,0
XCV.TO,1.06,1.03,1.03,16.19,17.96,14.05,0.92,0.38,0.48,14.12,5.25,5.73
HMMJ.TO,2.17,2.1,0,51.58,49.94,0,-0.36,-0.64,0,-12.14,-17.09,0
TLF.TO,1.5,1.49,1.26,22.67,22.62,18.26,0.45,0.61,0.77,5.43,8.15,10.62
BGU-U.TO,0,0,0,0,0,0,0,0,0,0,0,0
BGU.TO,0.95,0.98,0,15.03,15.73,0,0.44,0.58,0,6.12,8.54,0
HGU.TO,0,0,0,55.41,69.46,72.88,-0.4,0.38,0.21,0,0,0
TQGD.TO,0.86,0,0,12.68,0,0,0.87,0,0,12.83,0,0
HXE.TO,1.02,1.08,1.05,34.75,42.33,33.11,1.59,0.43,0.24,63.1,8.47,1.97
ESGA.TO,1.08,0,0,15.51,0,0,0.33,0,0,3.82,0,0
HXH.TO,0.97,0.94,0,15.04,16.71,0,0.97,0.36,0,15.32,5.14,0
BDIV.TO,1.05,0,0,15.5,0,0,0.27,0,0,3,0,0
VA.TO,0.96,0.96,0,13.3,12.86,0,0.14,0.12,0,1.01,0.73,0
CRQ.NE,1.04,1.03,1.05,15.35,17.62,13.96,0.97,0.4,0.49,14.45,5.53,5.8
DRME.TO,0,0,0,0,0,0,0,0,0,0,0,0
ZFH.TO,-0.29,0.23,0,6.65,8.25,0,0.59,0.2,0,-12.93,5.81,0
CJP.NE,0.54,0.79,0.82,12.46,15.9,15.87,1.57,0.51,0.56,38.49,9.08,9.6
HXEM.TO,1.05,0,0,14.71,0,0,-0.21,0,0,-3.93,0,0
XCH.TO,1.13,1.03,1.02,31.22,25.82,21.93,-0.33,-0.2,0.11,-12.6,-7.96,0.17
FLI.TO,1.14,1.37,1.23,20.37,24.6,19.76,0.79,0.21,0.4,13.54,1.59,4.99
ZWT.TO,0,0,0,0,0,0,0,0,0,0,0,0
DLR.TO,0,0,0,0,0,0,0,0,0,0,0,0
DLR-U.TO,0,0,0,6.32,6.91,7.88,0,0.09,0.3,0,0,0
HURA.TO,0,0,0,43.94,0,0,1.2,0,0,0,0,0
HLPR.TO,1.09,0,0,12.04,0,0,0.08,0,0,0.19,0,0
BXF.TO,1.21,1.17,1.16,2.78,2.52,2.1,-1.21,-0.27,0.03,-2.79,-0.62,0.03
HCA.TO,0.99,0,0,18.08,0,0,0.59,0,0,9.84,0,0
HXF.TO,1,1.02,0.84,17.19,18.28,14.71,0.69,0.33,0.56,11.24,4.5,8.96
XDUH.TO,0.8,0.93,0,14.85,16.48,0,0.4,0.22,0,6.43,2.54,0
VGV.TO,1.13,1.06,0,6.87,6.35,0,-1.16,-0.32,0,-7.07,-2.1,0
ZCH.TO,1.25,1.22,1.1,34.81,30.15,24.32,-0.6,-0.24,0.09,-19.29,-9.21,-0.68
CGRA.TO,0.84,0,0,12.62,0,0,0.16,0,0,1.56,0,0
BTCQ.TO,0,0,0,0,0,0,0,0,0,0,0,0
PR.TO,1.06,1.05,0,11.84,16.05,0,0.35,-0.08,0,3.45,-2.46,0
HYBR.TO,1.06,1.1,0,11.85,16.73,0,0.35,-0.03,0,3.39,-1.84,0
CESG.NE,0.98,0,0,14.32,0,0,0.54,0,0,7.3,0,0
CESG-B.NE,0.86,0,0,12.96,0,0,0.42,0,0,5.5,0,0
XID.TO,0.53,0.73,0.95,13.08,18.22,18.59,0.86,0.48,0.66,21.16,9.94,11.66
CLU-C.NE,0.84,0.92,0.92,13.75,15.14,12.46,0.85,0.5,0.89,13.89,7.36,11.96
FBTC-U.TO,0,0,0,0,0,0,0,0,0,0,0,0
FBTC.TO,0,0,0,0,0,0,0,0,0,0,0,0
VMO.TO,1,1.02,0,14.52,15.05,0,0.38,0.34,0,4.69,4.1,0
ZCLN.TO,0,0,0,0,0,0,0,0,0,0,0,0
ZIN.TO,1.19,1.39,1.05,17.96,22.23,17.48,0.69,0.29,0.49,9.71,2.93,6.94
CBND.TO,0,0,0,0,0,0,0,0,0,0,0,0
FLCI.TO,1.01,0.98,0,5.45,6.08,0,-0.9,-0.07,0,-4.91,-0.64,0
XCG.TO,0.96,0.91,0.87,14.74,16.06,12.74,0.27,0.46,0.6,3.14,7.1,8.19
ZLE.TO,0.84,0.85,0,11.94,12.74,0,-0.42,-0.22,0,-6.64,-4.14,0
XCD.TO,1.34,1.44,1.25,20.07,21.52,17.03,0.27,0.27,0.49,2.65,2.54,5.82
XQLT.TO,1.08,0,0,15.99,0,0,0.56,0,0,7.48,0,0
XSC.TO,0.35,0.11,0,3.98,4.73,0,-0.84,-0.21,0,-9.67,-10.09,0
BANK.TO,0,0,0,0,0,0,0,0,0,0,0,0
ESGE.TO,1.06,0,0,15.13,0,0,0.26,0,0,2.77,0,0
GCBD.TO,0,0,0,0,0,0,0,0,0,0,0,0
TGRE.TO,0.98,0,0,16.28,0,0,-0.16,0,0,-4.02,0,0
ZFC.TO,0.54,0,0,10.93,0,0,0.66,0,0,13.15,0,0
BASE-B.TO,1.28,0,0,24.13,0,0,0.6,0,0,9.8,0,0
BASE.TO,1.36,0,0,25.4,0,0,0.52,0,0,7.84,0,0
CGLO.TO,1.04,0,0,14.5,0,0,0.34,0,0,3.84,0,0
XIGS.TO,0,0,0,0,0,0,0,0,0,0,0,0
XSHU-U.TO,0,0,0,0,0,0,0,0,0,0,0,0
HEU.TO,0,0,0,72.9,83.16,65.41,1.5,0.45,0.21,0,0,0
HIU.TO,0,0,0,17.55,18.1,14.29,-0.6,-0.66,-0.95,0,0,0
QXM.TO,0.96,0.98,0.91,15.09,17.26,13.17,0.62,0.33,0.63,9.19,4.46,8.54
XGI.TO,1.27,1.39,1.16,18.73,20.68,16.25,0.54,0.31,0.5,7.02,3.2,6.13
HYI.TO,0.69,0.96,0.54,6.07,8.89,7.24,-0.28,-0.07,0.24,-2.77,-1.08,2.74
MULC-B.TO,0.93,0.98,0,13.62,14.92,0,0.64,0.58,0,8.94,8.08,0
MULC.TO,1.14,1.22,0,17.66,19.41,0,0.45,0.37,0,5.91,4.55,0
HARC.TO,0,0,0,4.51,5.71,0,0.67,0.31,0,0,0,0
XMM.TO,0.58,0.59,0.66,8.96,9.54,9.68,-0.05,-0.06,0.3,-1.5,-1.67,3.86
FST.TO,0.89,0.98,0.94,13.39,16.63,13.02,0.76,0.41,0.61,11.14,5.86,7.86
HGY.TO,0.05,-0.02,0.11,12.1,11.75,11.88,-0.24,0.45,0.07,-78.26,-249.79,1.61
XDGH.TO,0.83,0.92,0,13.13,14.49,0,0.66,0.36,0,10,4.72,0
MEE.TO,0.86,0.95,0,12.74,14.83,0,-0.06,0.08,0,-1.8,0.1,0
ESGC.TO,0.98,0,0,13.81,0,0,0.44,0,0,5.54,0,0
ZSDB.TO,0,0,0,0,0,0,0,0,0,0,0,0
FCID.TO,0.9,0.97,0,14.49,15.47,0,0.81,0.14,0,12.87,1.06,0
CINT.TO,1.01,0,0,15.79,0,0,-0.04,0,0,-1.83,0,0
EMV-B.TO,0.91,0.91,0,13.5,14.02,0,0.32,0.16,0,3.89,1.4,0
GEQT.TO,1.04,0,0,13.78,0,0,0.44,0,0,5.14,0,0
TOWR.TO,0,0,0,0,0,0,0,0,0,0,0,0
DIVS.TO,0.88,1.05,0,9.89,16.12,0,0.17,-0.22,0,1.44,-4.61,0
QCD.TO,0.97,0.98,0,13.6,15.96,0,0.56,0.38,0,7.32,5.07,0
FCMO.TO,0.93,0,0,15.31,0,0,0.17,0,0,1.57,0,0
TQGM.TO,0.65,0,0,10.4,0,0,0.34,0,0,4.78,0,0
PID.TO,0.84,0.83,0,12.59,11.91,0,0.54,0.26,0,7.55,2.93,0
CEMI.TO,0,0,0,0,0,0,0,0,0,0,0,0
PFAE.TO,0,0,0,14.96,0,0,0.74,0,0,0,0,0
GGRO.TO,1.07,0,0,11.59,0,0,0.32,0,0,2.98,0,0
ZJG.TO,0.98,1.12,1.09,29.43,37.47,39.18,-0.27,0.34,0.22,-11.84,6.16,1.51
ESGB.TO,1,0,0,5.41,0,0,-0.96,0,0,-5.22,0,0
HARB-U.TO,0,0,0,0,0,0,0,0,0,0,0,0
HARB.TO,0,0,0,0,0,0,0,0,0,0,0,0
CFRT.TO,0,0,0,0,0,0,0,0,0,0,0,0
CXF.TO,0.34,0.83,0.71,4.8,8.08,6.55,0.55,0.39,0.6,7.77,3.49,5.42
BEPR-U.TO,0,0,0,0,0,0,0,0,0,0,0,0
BEPR.TO,0.72,1.03,0.8,11.79,18.53,13.52,-0.3,0.02,0.3,-5.75,-1.42,3.95
GCTB.TO,0,0,0,0,0,0,0,0,0,0,0,0
TILV.TO,0.68,0,0,10.62,0,0,0.38,0,0,5.23,0,0
ESPX.TO,0,0,0,0,0,0,0,0,0,0,0,0
GUTB-U.TO,0,0,0,0,0,0,0,0,0,0,0,0
DCG.TO,1.26,1.21,0,2.87,2.6,0,-1.28,-0.31,0,-2.91,-0.7,0
ZESG.TO,1.22,0,0,10.37,0,0,0.14,0,0,0.82,0,0
YTSL.NE,0,0,0,0,0,0,0,0,0,0,0,0
DXO.TO,0.94,0.98,0,8.22,8.49,0,-0.11,0.21,0,-1.33,1.53,0
FPR.TO,0.87,0.88,0,9.64,13.25,0,0.24,0.02,0,2.2,-0.65,0
PFMS.TO,0,0,0,9.71,0,0,0.26,0,0,0,0,0
PDIV.TO,0.66,0.78,0.7,11.41,13.62,12.69,0.61,0.33,0.42,10.02,4.75,6.68
FCUH.TO,1.03,1.19,0,18.17,21.33,0,0.63,0.24,0,10.35,2.4,0
HCON.TO,1.24,1.2,0,10.65,10.24,0,-0.09,0.24,0,-1.23,1.7,0
TCSB.TO,1.14,0,0,2.88,0,0,-0.67,0,0,-1.71,0,0
MDIV.TO,1.07,1.01,1,15.14,14.83,12.56,0.32,0.35,0.68,3.61,4.21,8.15
TULV.TO,0.48,0,0,11.7,0,0,0.33,0,0,6.9,0,0
XMS.TO,0.86,0.91,0,14.47,15.53,0,0.29,0.3,0,3.85,4,0
XSI.TO,0.53,0.7,0,4.76,6.34,0,-0.62,-0.15,0,-5.78,-1.62,0
FCQH.TO,1.21,0,0,18.53,0,0,0.53,0,0,7.19,0,0
QIE.TO,0.87,0.86,0,12.5,11.8,0,0.25,0.15,0,2.8,1.33,0
FCCQ.TO,0.91,0,0,13.39,0,0,0.51,0,0,6.82,0,0
HIG.TO,0.91,0.91,0,16.39,16.14,0,0.06,0.16,0,-0.37,1.54,0
HZU.TO,0,0,0,54.26,64.81,55.14,-0.15,0.23,-0.05,0,0,0
UDA.TO,0.61,0,0,11.49,0,0,0.43,0,0,7.4,0,0
BMAX.TO,0,0,0,0,0,0,0,0,0,0,0,0
FCRR.TO,0.84,0.92,0,13.05,14.69,0,0.72,0.49,0,10.85,6.9,0
QEM.TO,0.99,0.94,0,13.78,13.92,0,-0.36,-0.2,0,-5.91,-3.89,0
SBT-U.TO,0,0,0,0,0,0,0,0,0,0,0,0
SBT-B.TO,0.2,0.46,0.53,26.07,29.6,24.84,0.02,0.42,0.17,-14.28,18.96,2.57
XTLH.TO,0,0,0,0,0,0,0,0,0,0,0,0
NSSB.TO,0,0,0,0,0,0,0,0,0,0,0,0
XAGG-U.TO,0,0,0,0,0,0,0,0,0,0,0,0
XAGH.TO,0,0,0,0,0,0,0,0,0,0,0,0
XAGG.TO,0,0,0,0,0,0,0,0,0,0,0,0
GBAL.TO,1.09,0,0,9.39,0,0,0.16,0,0,1,0,0
MNU-U.TO,0,0,0,0,0,0,0,0,0,0,0,0
RBOT-U.TO,0,0,0,0,0,0,0,0,0,0,0,0
RBOT.TO,1.71,1.69,0,27.25,27,0,-0.12,0.09,0,-4.07,-0.7,0
MBAL.TO,1.12,0,0,9.52,0,0,0.18,0,0,1.16,0,0
VALT.TO,0,0,0,0,0,0,0,0,0,0,0,0
VALT-U.TO,0,0,0,0,0,0,0,0,0,0,0,0
SPLT.TO,0,0,0,0,0,0,0,0,0,0,0,0
HUV.TO,0,0,0,55.27,78.47,68.57,-1.37,-0.41,-0.63,0,0,0
FLUS.TO,0.9,0.87,0,13.65,13.58,0,0.6,0.6,0,8.6,8.77,0
HCRE.TO,0.99,0,0,18.95,0,0,0.25,0,0,3.27,0,0
CGDV-B.TO,0,0,0,0,0,0,0,0,0,0,0,0
CGDV.TO,0,0,0,0,0,0,0,0,0,0,0,0
DQD.TO,0.84,0.91,0,13.76,14.78,0,0.6,0.53,0,9.3,7.81,0
SRIU.NE,0,0,0,0,0,0,0,0,0,0,0,0
CWO.NE,0.98,0.95,1.02,14.79,14.96,14.93,0.31,0.08,0.31,3.79,0.11,3.61
ZGD.TO,1.07,1.16,1.08,31.34,37.46,37.6,-0.2,0.44,0.28,-9.84,9.17,3.65
QQCE.TO,0,0,0,0,0,0,0,0,0,0,0,0
QQCE-F.TO,0,0,0,0,0,0,0,0,0,0,0,0
